,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Miles_Driven
371,2017,Diesel,Automatic,First,35,2143.0,204.0,5.0,56285,21064
372,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,13310,17398
373,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,5704,58397
374,2010,Petrol,Manual,First,38,1599.0,103.2,5.0,3803,59030
375,2017,Petrol,Automatic,First,31,1999.0,246.74,5.0,52482,5592
376,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,7073,32631
377,2015,Petrol,Automatic,First,44,1598.0,122.0,4.0,48679,12427
378,2017,Diesel,Automatic,First,31,2987.0,282.0,5.0,95547,35077
379,2014,Petrol,Manual,First,49,814.0,55.2,5.0,4943,22990
380,2014,Petrol,Manual,First,48,998.0,67.04,5.0,4715,10811
381,2011,Diesel,Manual,First,49,1248.0,73.9,5.0,5947,56052
382,2011,Diesel,Automatic,First,37,1995.0,181.0,5.0,16733,55684
383,2014,Diesel,Manual,First,31,2179.0,138.03,5.0,5324,52816
384,2014,Diesel,Automatic,First,47,1968.0,143.0,5.0,25100,49256
385,2012,Diesel,Automatic,First,29,2179.0,187.7,5.0,45636,34796
386,2010,Diesel,Automatic,Second,28,2987.0,224.0,7.0,42594,52817
387,2018,Diesel,Automatic,First,31,2477.0,175.56,7.0,42594,7456
388,2010,Petrol,Manual,First,46,796.0,46.3,5.0,1399,77671
389,2013,Petrol,Manual,First,32,1061.0,64.0,5.0,4183,32932
390,2017,Diesel,Automatic,First,29,2179.0,187.7,5.0,81887,21741
391,2011,Petrol,Manual,Second,40,1591.0,121.3,5.0,7530,30924
392,2013,Diesel,Automatic,First,39,2993.0,218.0,5.0,50960,34796
393,2013,Diesel,Automatic,First,34,2993.0,270.9,5.0,42518,46602
394,2010,Petrol,Automatic,First,32,1798.0,157.75,5.0,11028,35418
395,2017,Diesel,Automatic,First,36,1968.0,174.33,5.0,39110,23327
396,2014,Diesel,Automatic,First,29,2179.0,187.7,5.0,45134,59433
397,2013,Diesel,Automatic,First,34,2143.0,170.0,5.0,28903,21933
398,2017,Diesel,Manual,First,36,2179.0,120.0,7.0,19851,17686
399,2015,Diesel,Automatic,First,51,1995.0,190.0,5.0,38791,25476
400,2017,Petrol,Manual,First,36,1497.0,117.3,7.0,12930,5592
401,2010,Diesel,Automatic,Second,37,2400.0,215.0,5.0,11028,57227
402,2005,Petrol,Manual,First,31,1495.0,94.0,5.0,1216,3625
403,2017,Petrol,Manual,First,40,1197.0,81.86,5.0,10496,25010
404,2018,Petrol,Automatic,First,27,2996.0,367.0,5.0,107991,13916
405,2015,Petrol,Manual,Second,49,814.0,55.2,5.0,3422,12924
406,2018,Petrol,Manual,First,44,1197.0,81.86,5.0,8366,25054
407,2013,Petrol,Manual,First,30,1493.0,100.0,5.0,6617,32669
408,2010,Petrol,Manual,First,38,1198.0,73.9,5.0,3422,34175
409,2016,Petrol,Automatic,First,35,1798.0,187.74,5.0,37269,29204
410,2017,Petrol,Manual,First,35,1591.0,121.3,5.0,18300,14392
411,2011,Petrol,Automatic,Second,27,1796.0,186.0,5.0,12930,31068
412,2014,Petrol,Automatic,First,39,1998.0,189.08,4.0,43354,7394
413,2013,Diesel,Manual,First,55,1364.0,67.04,5.0,8747,22990
414,2014,Petrol,Manual,Second,45,1198.0,86.8,5.0,4867,18641
415,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,15044,7972
416,2012,Diesel,Automatic,First,47,1968.0,138.1,5.0,10009,88866
417,2018,Petrol,Manual,First,49,814.0,55.2,5.0,6176,8141
418,2019,Diesel,Manual,First,47,1461.0,108.45,5.0,20338,15503
419,2011,Diesel,Automatic,First,38,2993.0,258.0,5.0,39277,35935
420,2016,Petrol,Manual,First,53,796.0,47.3,5.0,5689,21292
421,2015,Diesel,Automatic,Second,39,1984.0,150.0,5.0,33466,20505
422,2007,Petrol,Manual,First,44,998.0,67.1,5.0,2205,34237
423,2008,Petrol,Manual,First,41,1497.0,78.0,5.0,3042,24854
424,2017,CNG,Manual,First,35,1196.0,73.0,5.0,7149,19785
425,2014,Petrol,Manual,First,32,1399.0,98.79,8.0,5704,9320
426,2016,Diesel,Manual,First,37,2523.0,62.1,7.0,11713,51422
427,2014,Petrol,Manual,First,49,814.0,55.2,5.0,3955,12800
428,2017,Petrol,Automatic,First,30,1591.0,121.3,5.0,20947,18611
429,2017,Petrol,Manual,Second,37,1598.0,103.5,5.0,10800,9320
430,2008,Petrol,Automatic,Second,30,1799.0,130.0,5.0,4031,38486
431,2014,Diesel,Manual,First,52,1248.0,74.0,5.0,3803,41631
432,2013,Diesel,Manual,First,37,2179.0,140.0,7.0,11454,38321
433,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,12139,16270
434,2014,Diesel,Automatic,Second,33,1968.0,174.3,5.0,59327,23612
435,2011,Petrol,Manual,Second,43,1197.0,85.8,5.0,3422,41631
436,2010,Petrol,Manual,Second,30,1999.0,114.0,5.0,5856,41010
437,2015,Diesel,Manual,First,30,2494.0,102.0,7.0,20536,50258
438,2016,Diesel,Manual,First,64,793.0,47.0,5.0,5324,49845
439,2018,Diesel,Manual,First,59,1248.0,88.5,5.0,13569,8029
440,2016,Diesel,Automatic,First,35,1968.0,181.0,5.0,30987,53836
441,2016,Diesel,Automatic,First,51,1995.0,190.0,5.0,55524,11952
442,2016,Diesel,Automatic,First,26,4134.0,335.2,7.0,74402,31691
443,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,10952,4225
444,2012,Diesel,Manual,First,44,1461.0,108.45,5.0,9112,51417
445,2016,Diesel,Manual,First,57,1120.0,71.0,5.0,7986,31689
446,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9887,19551
447,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,6693,47519
448,2017,Diesel,Manual,First,56,1120.0,70.0,5.0,6997,8699
449,2013,Diesel,Manual,First,49,1248.0,88.8,5.0,4487,29204
450,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,4959,30115
451,2008,Petrol,Manual,Second,42,1086.0,62.1,5.0,3377,28583
452,2012,Diesel,Manual,First,30,2494.0,100.0,7.0,15972,101074
453,2017,Diesel,Manual,First,66,1248.0,88.5,5.0,12565,15622
454,2013,Diesel,Manual,First,29,2982.0,169.0,7.0,21981,42874
455,2018,Petrol,Automatic,First,29,1950.0,191.34,5.0,78236,16407
456,2014,Diesel,Manual,First,37,2148.0,170.0,5.0,34988,27961
457,2012,Diesel,Manual,First,41,1968.0,108.49,5.0,8366,39944
458,2015,Petrol,Manual,First,44,1197.0,82.0,5.0,6845,16777
459,2018,Petrol,Manual,First,42,1196.0,86.8,5.0,10344,2285
460,2013,Petrol,Manual,First,39,1395.0,138.02,5.0,13310,13048
461,2015,Diesel,Manual,Second,46,1461.0,83.8,5.0,10648,41631
462,2015,Diesel,Automatic,Second,36,1999.0,177.0,5.0,50960,14912
463,2011,Diesel,Manual,Second,47,1399.0,68.0,5.0,3422,46602
464,2008,Diesel,Automatic,Second,30,2953.0,156.0,7.0,6449,111225
465,2017,Diesel,Manual,First,29,2982.0,168.5,7.0,43233,29327
466,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,4183,32311
467,2011,Diesel,Manual,First,54,1248.0,73.94,5.0,4563,56544
468,2013,Diesel,Manual,First,54,1461.0,63.1,5.0,5400,37282
469,2013,Diesel,Manual,First,52,1582.0,126.32,5.0,7301,23533
470,2011,Petrol,Automatic,First,25,2497.0,150.0,5.0,20536,19262
471,2017,Diesel,Automatic,First,25,2987.0,258.0,7.0,85188,80156
472,2004,Petrol,Automatic,First,28,2354.0,187.4,5.0,6069,48466
473,2016,Diesel,Automatic,First,40,1582.0,126.2,5.0,23578,19883
474,2010,Petrol,Manual,Second,46,1086.0,68.05,5.0,3529,36660
475,2016,Diesel,Automatic,First,47,2143.0,136.0,5.0,28264,22019
476,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,8366,60894
477,2006,Diesel,Manual,Second,43,1896.0,66.0,5.0,4867,44738
478,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,6084,49088
479,2004,Petrol,Manual,First,40,993.0,60.0,5.0,2433,18019
480,2013,Petrol,Manual,First,36,1586.0,103.3,5.0,6313,41017
481,2014,Petrol,Automatic,First,38,1198.0,86.8,5.0,6465,21747
482,2011,Petrol,Manual,First,44,998.0,67.1,5.0,3955,46602
483,2008,Petrol,Automatic,Second,28,2362.0,164.7,5.0,5217,49709
484,2012,Petrol,Manual,First,43,1199.0,79.4,5.0,3879,20329
485,2017,Diesel,Automatic,First,29,2982.0,168.5,7.0,48679,15534
486,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9507,49088
487,2010,Diesel,Manual,Second,41,1248.0,75.0,5.0,5476,53437
488,2010,Diesel,Automatic,First,31,2987.0,282.0,5.0,28142,85127
489,2015,Petrol,Manual,Second,40,1497.0,117.3,7.0,6465,15534
490,2017,Petrol,Manual,Second,44,1197.0,82.0,5.0,7301,5281
491,2015,Diesel,Automatic,First,37,2179.0,140.0,7.0,19775,21126
492,2012,Petrol,Manual,Second,34,1598.0,105.0,5.0,3422,25867
493,2009,Petrol,Manual,First,42,1086.0,62.1,5.0,3498,49850
494,2019,Petrol,Manual,First,35,1591.0,121.3,5.0,20627,5335
495,2017,Diesel,Manual,First,36,1997.0,120.0,7.0,18634,18641
496,2013,Diesel,Manual,First,48,1598.0,103.5,5.0,5719,39883
497,2015,Diesel,Manual,First,44,1461.0,108.45,5.0,13052,47489
498,2011,Diesel,Automatic,First,27,2993.0,245.0,5.0,41833,46602
499,2013,Petrol,Manual,First,41,1496.0,88.73,5.0,7530,16823
500,2012,Petrol,Manual,First,52,998.0,67.04,5.0,5020,18641
501,2016,Petrol,Manual,First,37,1591.0,121.3,5.0,12169,43144
502,2014,Petrol,Manual,First,54,998.0,67.04,5.0,4244,34796
503,2017,Diesel,Automatic,First,29,2179.0,187.7,5.0,69428,30618
504,2014,Petrol,Manual,First,43,1199.0,76.8,5.0,3879,5405
505,2014,Petrol,Manual,Second,59,624.0,37.5,4.0,1521,11184
506,2017,Diesel,Automatic,First,41,1968.0,174.33,5.0,57137,25501
507,2009,Diesel,Automatic,Second,25,2987.0,198.5,5.0,14132,49997
508,2019,Petrol,Manual,First,51,1197.0,81.8,5.0,9690,12841
509,2013,Petrol,Manual,First,34,1368.0,112.0,5.0,4533,37458
510,2017,Petrol,Manual,First,47,1197.0,81.8,5.0,8747,19694
511,2010,Diesel,Manual,First,27,2982.0,171.0,7.0,19775,62137
512,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,10344,8302
513,2010,Petrol,Automatic,First,28,1995.0,154.0,5.0,15957,30070
514,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,8518,29452
515,2010,Petrol,Automatic,Second,39,1497.0,118.0,5.0,4335,42874
516,2013,Diesel,Manual,First,34,2199.0,194.3,7.0,12717,40561
517,2005,Diesel,Manual,First,39,1405.0,70.0,5.0,1521,67108
518,2010,Petrol,Automatic,Second,25,2497.0,204.0,5.0,16353,31469
519,2011,Diesel,Manual,First,45,1248.0,73.9,5.0,5856,80779
520,2012,Diesel,Manual,First,41,1399.0,67.0,5.0,4563,66486
521,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,14603,26066
522,2012,Diesel,Manual,First,30,2982.0,168.5,7.0,20156,67729
523,2016,Petrol,Manual,First,42,1198.0,86.7,5.0,8747,5592
524,2014,Diesel,Manual,First,53,1396.0,88.73,5.0,10268,27278
525,2013,Diesel,Manual,Second,42,1248.0,73.8,7.0,7377,39767
526,2019,Petrol,Automatic,First,0,1950.0,181.43,5.0,59312,8195
527,2009,Petrol,Automatic,First,29,1586.0,103.2,5.0,4335,48250
528,2012,Diesel,Manual,First,30,2494.0,100.0,7.0,14466,34175
529,2012,Diesel,Automatic,Second,43,1995.0,177.0,5.0,28142,37220
530,2015,Diesel,Manual,First,44,1461.0,108.45,5.0,10268,45695
531,2017,Diesel,Automatic,First,48,1995.0,190.0,5.0,44723,19663
532,2009,Petrol,Manual,First,41,1497.0,78.0,5.0,5004,43303
533,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,14451,25476
534,2010,Petrol,Manual,Second,41,1298.0,85.8,5.0,3346,67853
535,2012,Diesel,Manual,First,35,2179.0,140.0,7.0,9887,49709
536,2007,Petrol,Manual,First,31,1799.0,130.0,5.0,7453,31689
537,2013,Diesel,Manual,Second,59,1248.0,88.5,7.0,10268,65243
538,2013,Diesel,Manual,First,55,1364.0,67.04,5.0,5780,111225
539,2013,Petrol,Automatic,First,23,1984.0,207.8,2.0,44875,7518
540,2017,Diesel,Manual,First,49,1498.0,108.4,5.0,15972,19262
541,2015,Diesel,Manual,First,47,1498.0,88.8,5.0,9431,31068
542,2009,Diesel,Automatic,First,39,1896.0,105.0,5.0,7606,29825
543,2007,Diesel,Manual,First,45,1461.0,65.0,5.0,3498,21747
544,2016,Diesel,Automatic,First,26,2755.0,171.5,7.0,25860,62261
545,2014,Diesel,Automatic,First,44,1995.0,184.0,5.0,38791,29204
546,2015,Diesel,Manual,First,64,1498.0,98.6,5.0,8594,39545
547,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,8518,38866
548,2015,Diesel,Automatic,First,38,2179.0,187.7,5.0,45606,23201
549,2016,Diesel,Manual,First,62,1248.0,74.0,5.0,11241,23898
550,2018,Diesel,Manual,First,40,1956.0,170.0,5.0,28903,18019
551,2010,Petrol,Manual,First,29,1794.0,132.0,5.0,7606,19262
552,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,5096,26151
553,2013,Petrol,Manual,First,43,1197.0,85.8,5.0,6769,30447
554,2019,Diesel,Automatic,First,52,1582.0,126.32,5.0,12641,47994
555,2012,Diesel,Manual,Second,37,2523.0,62.1,7.0,9127,65243
556,2014,Diesel,Manual,First,53,1248.0,74.0,5.0,7986,21747
557,2012,Diesel,Automatic,First,41,1968.0,174.33,5.0,18711,125567
558,2004,Petrol,Manual,Third,32,1299.0,70.0,5.0,2281,80156
559,2018,Diesel,Manual,First,47,1498.0,88.0,5.0,12352,20851
560,2012,Diesel,Manual,First,31,2523.0,63.0,7.0,9309,37450
561,2017,Diesel,Manual,First,59,1498.0,98.6,5.0,16550,28189
562,2014,Petrol,Manual,First,42,1199.0,82.5,5.0,5324,5903
563,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,9355,26322
564,2016,Diesel,Automatic,First,40,1995.0,184.0,5.0,50200,13048
565,2012,Diesel,Automatic,First,35,1995.0,177.0,5.0,20536,9444
566,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,26028,27147
567,2014,Diesel,Automatic,First,26,4134.0,335.2,7.0,45286,49663
568,2013,Diesel,Manual,First,48,1248.0,88.76,7.0,9051,32978
569,2015,Petrol,Manual,First,43,1197.0,80.0,5.0,8747,36660
570,2006,Petrol,Automatic,Second,23,3498.0,364.9,5.0,28903,29259
571,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,7225,34175
572,2013,Diesel,Manual,Second,40,1493.0,100.0,7.0,5020,49976
573,2013,Diesel,Automatic,First,29,2982.0,168.5,7.0,25100,44696
574,2014,Diesel,Automatic,First,37,2993.0,258.0,7.0,66933,11806
575,2011,Diesel,Manual,First,45,1248.0,73.9,5.0,6678,50802
576,2018,Diesel,Manual,First,59,1248.0,74.0,5.0,9431,32317
577,2016,Petrol,Automatic,First,31,1984.0,177.01,5.0,36843,36631
578,2008,Diesel,Manual,Third,24,2835.0,107.2,6.0,8290,57787
579,2016,Diesel,Automatic,First,38,2179.0,187.7,5.0,66933,6213
580,2019,Diesel,Automatic,First,26,2755.0,171.5,7.0,37756,25273
581,2015,Diesel,Automatic,First,45,1968.0,141.0,5.0,17783,31068
582,2018,Petrol,Automatic,First,33,1798.0,138.03,5.0,30424,827
583,2010,Petrol,Manual,First,46,796.0,35.0,8.0,2205,37282
584,2018,Diesel,Automatic,First,42,2143.0,170.0,5.0,73779,6215
585,2016,Diesel,Automatic,First,50,1498.0,108.5,5.0,14375,15534
586,2015,Diesel,Manual,First,37,2179.0,140.0,7.0,19015,45360
587,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,10496,37258
588,2012,Diesel,Manual,Second,52,1582.0,126.32,5.0,8823,44738
589,2016,Diesel,Automatic,First,34,2993.0,258.0,5.0,67785,13028
590,2015,Diesel,Manual,Second,36,2179.0,120.0,7.0,12930,21747
591,2017,Diesel,Manual,First,56,1582.0,126.2,5.0,16277,23646
592,2009,Diesel,Automatic,Second,28,2967.0,241.4,7.0,18254,58408
593,2010,Petrol,Manual,First,34,1150.0,76.0,5.0,3711,39914
594,2000,Diesel,Manual,First,31,2523.0,63.0,7.0,2966,77050
595,2014,Petrol,Manual,First,44,1197.0,82.0,5.0,6617,4598
596,2017,Diesel,Manual,First,32,2393.0,147.8,8.0,26621,32311
597,2015,Petrol,Manual,First,49,814.0,55.2,5.0,4411,42727
598,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,4411,39767
599,2016,Diesel,Manual,First,57,1248.0,88.5,5.0,13538,13395
600,2013,Diesel,Automatic,First,44,1995.0,184.0,5.0,25480,23301
601,2016,Petrol,Manual,First,49,814.0,55.2,5.0,6008,8747
602,2009,Petrol,Manual,First,39,1497.0,118.0,5.0,3194,43495
603,2011,Petrol,Manual,Second,30,2354.0,177.6,5.0,6526,33750
604,2009,Diesel,Manual,First,32,2498.0,112.0,8.0,5856,56398
605,2009,Diesel,Automatic,Second,31,1995.0,170.0,5.0,13690,85127
606,2013,Petrol,Manual,Second,39,1497.0,116.3,5.0,6845,78914
607,2016,Diesel,Manual,First,37,2179.0,140.0,7.0,18954,32239
608,2014,Diesel,Manual,First,50,1396.0,88.76,5.0,7073,41884
609,2014,Diesel,Manual,First,30,2982.0,168.5,7.0,31185,66999
610,2006,Diesel,Manual,First,31,2523.0,63.0,8.0,4411,51233
611,2007,Petrol,Manual,First,37,1298.0,85.0,5.0,2205,18915
612,2016,Diesel,Automatic,First,48,1496.0,113.98,5.0,44875,6835
613,2015,Diesel,Automatic,First,36,1968.0,174.33,5.0,38030,37903
614,2013,Petrol,Manual,Second,39,1197.0,80.0,5.0,5324,30107
615,2017,Diesel,Manual,First,33,2179.0,154.0,7.0,17113,22990
616,2017,Diesel,Manual,First,51,1498.0,98.6,7.0,16413,20038
617,2013,Diesel,Manual,First,45,1968.0,138.03,5.0,8975,36039
618,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,7788,17622
619,2017,Petrol,Manual,First,49,1197.0,81.8,5.0,8670,4349
620,2016,Diesel,Automatic,First,42,1995.0,190.0,5.0,54520,12214
621,2007,Petrol,Manual,First,32,1299.0,70.0,5.0,1901,57166
622,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,4031,15534
623,2016,Diesel,Manual,First,52,1582.0,126.3,5.0,13980,23538
624,2014,Diesel,Automatic,First,37,1995.0,181.0,5.0,35748,43079
625,2011,Petrol,Automatic,First,28,1796.0,185.0,5.0,19015,37903
626,2010,Petrol,Manual,Second,43,1199.0,79.4,5.0,2281,21747
627,2012,Diesel,Manual,First,35,2179.0,140.0,7.0,12321,45018
628,2017,Diesel,Manual,First,66,1248.0,88.5,5.0,14831,22606
629,2017,Diesel,Automatic,First,46,2143.0,201.15,5.0,57699,15881
630,2005,Petrol,Automatic,Third,38,1497.0,78.0,5.0,2981,62137
631,2015,Diesel,Automatic,First,27,2982.0,169.0,7.0,31185,58408
632,2011,Petrol,Manual,First,56,998.0,67.1,5.0,4183,39989
633,2017,Petrol,Automatic,First,22,1999.0,237.4,5.0,114091,6525
634,2009,Diesel,Manual,First,51,1396.0,90.0,5.0,4259,29204
635,2017,Petrol,Automatic,First,37,1497.0,117.3,7.0,14071,11184
636,2007,Petrol,Manual,First,31,1794.0,125.0,5.0,4563,55302
637,2014,Diesel,Automatic,First,41,1968.0,174.33,5.0,36341,31046
638,2014,Diesel,Manual,First,30,2494.0,100.6,7.0,19395,21747
639,2014,Diesel,Manual,First,56,1120.0,70.0,5.0,6313,39767
640,2013,Petrol,Automatic,First,34,1598.0,105.0,5.0,7073,22369
641,2012,Diesel,Manual,First,30,2494.0,102.0,7.0,13538,48839
642,2008,Diesel,Manual,Second,39,1493.0,110.0,5.0,2281,105633
643,2015,Diesel,Manual,Second,54,1248.0,73.94,5.0,4974,40389
644,2008,Diesel,Automatic,Second,28,2967.0,241.4,7.0,27381,74750
645,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,9583,13048
646,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,17204,11251
647,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,9370,36292
648,2014,Petrol,Manual,First,48,1373.0,91.1,5.0,9127,30757
649,2013,Petrol,Automatic,First,41,1498.0,99.6,5.0,8260,23114
650,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,7073,38525
651,2015,Diesel,Manual,First,48,1248.0,88.8,7.0,11409,36660
652,2015,Diesel,Manual,First,62,1248.0,74.0,5.0,9507,37282
653,2007,Diesel,Automatic,First,34,2143.0,170.0,5.0,14071,24256
654,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,4791,10565
655,2008,Petrol,Manual,First,37,1086.0,66.7,5.0,3498,49958
656,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,7986,46727
657,2017,Diesel,Manual,First,66,1248.0,88.5,5.0,11257,25611
658,2006,Petrol,Manual,Second,32,1299.0,70.0,5.0,2357,61076
659,2017,Petrol,Manual,Second,38,1199.0,74.0,5.0,9127,33554
660,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,8975,10797
661,2013,Diesel,Manual,Second,60,1498.0,98.6,5.0,7149,21002
662,2015,Diesel,Manual,First,53,1396.0,88.73,5.0,9887,53535
663,2012,Diesel,Manual,First,49,1248.0,73.9,5.0,5400,91232
664,2014,Petrol,Manual,First,39,1497.0,116.3,5.0,10800,34175
665,2010,Petrol,Manual,First,30,1798.0,160.0,5.0,9127,33114
666,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,12154,23612
667,2009,Petrol,Manual,Second,39,1197.0,80.0,5.0,6237,39767
668,2017,Petrol,Automatic,First,56,998.0,67.1,5.0,6008,15570
669,2016,Petrol,Manual,First,49,814.0,55.2,5.0,6662,22804
670,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,4183,21747
671,2016,Petrol,Automatic,First,42,3498.0,306.0,2.0,84488,14125
672,2014,Diesel,Automatic,First,43,1968.0,187.74,5.0,44115,29825
673,2013,Diesel,Manual,First,53,1498.0,98.59,5.0,10040,38577
674,2012,Diesel,Automatic,First,33,1968.0,140.0,5.0,10633,24403
675,2017,Diesel,Manual,First,32,2393.0,147.8,7.0,28522,40263
676,2010,Diesel,Manual,Third,47,1399.0,68.0,5.0,1947,62138
677,2006,Petrol,Manual,Third,34,1399.0,92.7,5.0,1825,48466
678,2013,Petrol,Manual,First,43,1197.0,85.8,5.0,6556,35863
679,2011,Diesel,Automatic,First,29,2179.0,147.51,5.0,25100,67729
680,2017,Petrol,Manual,First,44,1197.0,82.0,5.0,8579,46301
681,2017,Diesel,Automatic,First,25,3198.0,197.2,7.0,47340,31369
682,2013,Diesel,Automatic,First,30,1968.0,167.6,5.0,38730,8358
683,2017,Petrol,Manual,First,40,1591.0,121.3,5.0,11987,23418
684,2017,Diesel,Automatic,First,30,2143.0,204.0,5.0,54763,21126
685,2014,Diesel,Automatic,First,0,2987.0,165.0,5.0,45636,74564
686,2008,Petrol,Manual,Second,41,1298.0,85.8,5.0,4335,39767
687,2011,Petrol,Manual,First,30,1343.0,90.0,5.0,5324,62137
688,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,11409,46602
689,2012,Diesel,Automatic,First,34,2143.0,170.0,5.0,28903,53437
690,2015,Diesel,Automatic,First,37,2993.0,258.0,5.0,82145,42874
691,2015,Petrol,Manual,First,44,1197.0,82.0,5.0,7149,25924
692,2017,Petrol,Automatic,First,51,1197.0,81.8,5.0,12930,8077
693,2013,Diesel,Automatic,First,37,1995.0,181.0,4.0,25860,24232
694,2017,Petrol,Manual,First,53,796.0,47.3,5.0,5339,33709
695,2013,Diesel,Automatic,Second,40,1968.0,174.33,5.0,29663,28570
696,2012,Petrol,Automatic,Second,31,1598.0,181.0,4.0,25860,22990
697,2015,Diesel,Automatic,Second,28,2967.0,241.4,7.0,65944,29193
698,2012,Diesel,Manual,First,59,936.0,57.6,5.0,4031,25289
699,2015,Petrol,Manual,First,48,998.0,67.04,5.0,5354,27233
700,2016,Diesel,Manual,First,44,1461.0,108.5,5.0,9507,32932
701,2015,Diesel,Automatic,First,44,1995.0,184.0,5.0,37650,62137
702,2015,Petrol,Manual,First,49,1197.0,83.14,5.0,7986,11806
703,2016,Diesel,Manual,First,41,1968.0,108.5,5.0,16733,52195
704,2018,Petrol,Automatic,First,36,1499.0,110.4,5.0,13843,23382
705,2010,Petrol,Manual,First,43,1197.0,80.0,5.0,4943,42075
706,2017,Diesel,Manual,First,35,1248.0,88.5,5.0,12930,19883
707,2010,Petrol,Manual,First,38,1599.0,103.2,5.0,4715,31689
708,2015,Diesel,Automatic,First,44,1995.0,184.0,5.0,30211,36281
709,2017,Diesel,Manual,First,56,1186.0,73.97,5.0,7453,8699
710,2014,Petrol,Manual,Second,40,1497.0,117.3,5.0,8670,34683
711,2012,Diesel,Manual,First,59,1248.0,74.0,5.0,4411,32461
712,2018,Diesel,Manual,First,64,1248.0,74.0,5.0,11911,15803
713,2015,Diesel,Manual,First,32,2179.0,138.1,7.0,12397,25234
714,2008,Petrol,Manual,Second,31,1495.0,94.0,5.0,3042,44738
715,2016,Diesel,Manual,First,59,1248.0,74.0,5.0,9507,33946
716,2016,Petrol,Automatic,First,51,624.0,37.48,4.0,4852,15497
717,2017,Diesel,Manual,First,59,1248.0,88.5,7.0,11789,39729
718,2014,Petrol,Automatic,Second,54,998.0,67.04,5.0,4867,21880
719,2015,Diesel,Manual,First,59,1248.0,74.0,5.0,7453,39146
720,2012,Petrol,Manual,First,35,1598.0,103.6,5.0,5780,75420
721,2009,Diesel,Automatic,First,36,1896.0,105.0,5.0,6084,62739
722,2014,Diesel,Automatic,Second,48,1496.0,113.98,5.0,35748,37282
723,2008,Diesel,Manual,First,40,1396.0,53.5,5.0,1749,48249
724,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,16200,11778
725,2016,Diesel,Automatic,First,38,2179.0,187.7,5.0,54277,29749
726,2017,Diesel,Automatic,First,35,2143.0,204.0,5.0,48587,26947
727,2011,Diesel,Manual,Third,43,1991.0,147.9,5.0,6389,45360
728,2015,Diesel,Manual,First,35,2179.0,140.0,7.0,15060,44743
729,2014,Petrol,Automatic,First,27,1796.0,186.0,5.0,23518,35280
730,2018,Petrol,Manual,First,42,1199.0,88.7,5.0,12869,12442
731,2013,Petrol,Manual,First,39,1496.0,88.73,5.0,4943,26161
732,2012,Petrol,Manual,First,46,796.0,46.3,5.0,3955,41723
733,2016,Petrol,Manual,First,47,1197.0,81.8,5.0,7910,23491
734,2009,Petrol,Manual,Third,44,998.0,66.1,5.0,2738,52816
735,2011,Petrol,Manual,First,59,624.0,37.48,4.0,2433,21747
736,2015,Diesel,Manual,First,59,1498.0,99.0,5.0,3803,44760
